施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,車椅子使用者対応トイレの設置有無⇒だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
新宿線 西大島,2022/1/31,1360072,131083,東京都,江東区,大島二丁目41番19号,03-3636-6751,https://www.kotsu.metro.tokyo.jp/subway/stations/nishi-ojima.html,35.6595066,139.3793053,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,2,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 大島,2022/1/31,1360072,131083,東京都,江東区,大島五丁目10番8号,03-3636-6851,https://www.kotsu.metro.tokyo.jp/subway/stations/ojima.html,35.6556157,139.3366642,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,3,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 千石,2022/1/31,1120011,131059,東京都,文京区,千石一丁目29番13号,03-3945-2532,https://www.kotsu.metro.tokyo.jp/subway/stations/sengoku.html,35.6565274,139.3102787,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 東大島,2022/1/31,1360072,131083,東京都,江東区,大島九丁目3番14号,03-3636-6951,https://www.kotsu.metro.tokyo.jp/subway/stations/higashi-ojima.html,35.7036031,139.3915246,無,,無,,有,5,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,1F、2F,有,4,1F、2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,5,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 船堀,2022/1/31,1340091,131237,東京都,江戸川区,船堀三丁目6番1号,03-3689-6121,https://www.kotsu.metro.tokyo.jp/subway/stations/funabori.html,35.706254,139.3826083,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,2,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 一之江,2022/1/31,1320024,131237,東京都,江戸川区,一之江八丁目14番1号,03-3656-3840,https://www.kotsu.metro.tokyo.jp/subway/stations/ichinoe.html,35.7090373,139.3737299,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,2,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 西巣鴨,2022/1/31,1700001,131164,東京都,豊島区,西巣鴨三丁目25番13号,03-3917-0218,https://www.kotsu.metro.tokyo.jp/subway/stations/nishi-sugamo.html,35.7135373,139.3587533,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 瑞江,2022/1/31,1320011,131237,東京都,江戸川区,瑞江二丁目2番1号,03-3698-3351,https://www.kotsu.metro.tokyo.jp/subway/stations/mizue.html,35.72113,139.3414627,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 新板橋,2022/1/31,1730004,131199,東京都,板橋区,板橋一丁目53番17号,03-3962-9347,https://www.kotsu.metro.tokyo.jp/subway/stations/shin-itabashi.html,35.7423642,139.3256762,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,2,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 篠崎,2022/1/31,1330061,131237,東京都,江戸川区,篠崎町七丁目27番1号,03-3698-2620,https://www.kotsu.metro.tokyo.jp/subway/stations/shinozaki.html,35.7584547,139.3137558,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,3,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 板橋区役所前,2022/1/31,1730004,131199,東京都,板橋区,板橋二丁目66番17号,03-3962-9348,https://www.kotsu.metro.tokyo.jp/subway/stations/itabashi-kuyakushomae.html,35.7760496,139.3000851,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,1F、B1F,有,2,1F、B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 板橋本町,2022/1/31,1730012,131199,東京都,板橋区,大和町17番1号,03-3962-9349,https://www.kotsu.metro.tokyo.jp/subway/stations/itabashihoncho.html,35.7844627,139.2825289,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B3F,有,1,B3F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 本蓮沼,2022/1/31,1740052,131199,東京都,板橋区,蓮沼町19番8号,03-3968-4419,https://www.kotsu.metro.tokyo.jp/subway/stations/motohasunuma.html,35.7901468,139.2611744,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,無,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 志村坂上,2022/1/31,1740056,131199,東京都,板橋区,志村一丁目14番13号,03-3968-4413,https://www.kotsu.metro.tokyo.jp/subway/stations/shimura-sakaue.html,35.732303,139.2261483,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,1,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
高尾登山電鉄 清滝駅,2022/1/23,1930844,132012,東京都,八王子市,高尾町2205,042-661-4151,https://www.takaotozan.co.jp/,35.6693788,139.3611766,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,有,無,有,無,有,1,1F,無,,,無,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,1,無,,無,,有,始発～終電,無,無,無,有,無,無,無,
三田線 志村三丁目,2022/1/31,1740056,131199,東京都,板橋区,志村三丁目23番1号,03-3968-4415,https://www.kotsu.metro.tokyo.jp/subway/stations/shimura-sanchome.html,35.685518,139.3666807,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,3,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 蓮根,2022/1/31,1740046,131199,東京都,板橋区,蓮根二丁目31番30号,03-3968-4417,https://www.kotsu.metro.tokyo.jp/subway/stations/hasune.html,35.7714869,139.3445394,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,3,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 西台,2022/1/31,1750082,131199,東京都,板橋区,高島平九丁目1番1号,03-3931-3600,https://www.kotsu.metro.tokyo.jp/subway/stations/nishidai.html,35.6974952,139.7837947,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,1,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 高島平,2022/1/31,1750082,131199,東京都,板橋区,高島平八丁目2番1号,03-3931-3491,https://www.kotsu.metro.tokyo.jp/subway/stations/takashimadaira.html,35.6974948,139.7772286,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,1,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
三田線 新高島平,2022/1/31,1750082,131199,東京都,板橋区,高島平七丁目1番,03-3938-4681,https://www.kotsu.metro.tokyo.jp/subway/stations/shin-takashimadaira.html,35.6967393,139.8122948,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,3,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
高尾登山電鉄 高尾山駅,2022/1/23,1930844,132012,東京都,八王子市,高尾町2205,042-661-4151,https://www.takaotozan.co.jp/,35.6693788,139.3611766,無,,無,,有,1,11,210,88,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,有,無,有,1,1F,無,,,無,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,1,無,,無,,有,始発～終電,無,無,無,有,無,無,無,
三田線 西高島平,2022/1/31,1750082,131199,東京都,板橋区,高島平六丁目1番,03-3938-4688,https://www.kotsu.metro.tokyo.jp/subway/stations/nishi-takashimadaira.html,35.7063649,139.8402012,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,3,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
新宿線 本八幡,2022/1/31,2720021,133817,千葉県,市川市,八幡二丁目16番13号,047-324-5000,https://www.kotsu.metro.tokyo.jp/subway/stations/motoyawata.html,35.7174462,139.8564425,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,,有,2,,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,有,有,無,
大江戸線 東新宿,2022/1/31,1600022,131041,東京都,新宿区,新宿七丁目27番3号,03-3202-0572,https://www.kotsu.metro.tokyo.jp/subway/stations/higashi-shinjuku.html,35.7333105,139.8797813,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,1,B2F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
JR 高輪ゲートウェイ,2024/11/29,1080075,131032,東京都,港区,江南2丁目1番220号,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,2F,有,2,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,有,
